freq,alpha,chord,velocity,displacement,sound_pressure,thickness,camber
1000,4.0,0.2286,31.7,0.00509068,129.869,0.027431999999999998,0.004572
1250,4.0,0.2286,31.7,0.00509068,128.119,0.027431999999999998,0.004572
1600,4.0,0.2286,31.7,0.00509068,125.229,0.027431999999999998,0.004572
2000,4.0,0.2286,31.7,0.00509068,122.089,0.027431999999999998,0.004572
2500,4.0,0.2286,31.7,0.00509068,120.209,0.027431999999999998,0.004572
3150,4.0,0.2286,31.7,0.00509068,120.229,0.027431999999999998,0.004572
4000,4.0,0.2286,31.7,0.00509068,118.859,0.027431999999999998,0.004572
5000,4.0,0.2286,31.7,0.00509068,115.969,0.027431999999999998,0.004572
6300,4.0,0.2286,31.7,0.00509068,112.699,0.027431999999999998,0.004572
400,5.3,0.2286,71.3,0.0051942,127.7,0.027431999999999998,0.004572
500,5.3,0.2286,71.3,0.0051942,129.88,0.027431999999999998,0.004572
630,5.3,0.2286,71.3,0.0051942,131.8,0.027431999999999998,0.004572
800,5.3,0.2286,71.3,0.0051942,133.48,0.027431999999999998,0.004572
1000,5.3,0.2286,71.3,0.0051942,134.0,0.027431999999999998,0.004572
1250,5.3,0.2286,71.3,0.0051942,133.38,0.027431999999999998,0.004572
1600,5.3,0.2286,71.3,0.0051942,130.46,0.027431999999999998,0.004572
2000,5.3,0.2286,71.3,0.0051942,125.89,0.027431999999999998,0.004572
2500,5.3,0.2286,71.3,0.0051942,123.74,0.027431999999999998,0.004572
3150,5.3,0.2286,71.3,0.0051942,123.12,0.027431999999999998,0.004572
4000,5.3,0.2286,71.3,0.0051942,120.33,0.027431999999999998,0.004572
5000,5.3,0.2286,71.3,0.0051942,118.05,0.027431999999999998,0.004572
6300,5.3,0.2286,71.3,0.0051942,116.92,0.027431999999999998,0.004572
8000,5.3,0.2286,71.3,0.0051942,114.9,0.027431999999999998,0.004572
10000,5.3,0.2286,71.3,0.0051942,111.35,0.027431999999999998,0.004572
250,5.3,0.2286,39.6,0.00614329,127.011,0.027431999999999998,0.004572
315,5.3,0.2286,39.6,0.00614329,129.691,0.027431999999999998,0.004572
400,5.3,0.2286,39.6,0.00614329,131.221,0.027431999999999998,0.004572
500,5.3,0.2286,39.6,0.00614329,132.251,0.027431999999999998,0.004572
630,5.3,0.2286,39.6,0.00614329,132.011,0.027431999999999998,0.004572
800,5.3,0.2286,39.6,0.00614329,129.491,0.027431999999999998,0.004572
1000,5.3,0.2286,39.6,0.00614329,125.581,0.027431999999999998,0.004572
1250,5.3,0.2286,39.6,0.00614329,125.721,0.027431999999999998,0.004572
1600,5.3,0.2286,39.6,0.00614329,123.081,0.027431999999999998,0.004572
2000,5.3,0.2286,39.6,0.00614329,117.911,0.027431999999999998,0.004572
2500,5.3,0.2286,39.6,0.00614329,116.151,0.027431999999999998,0.004572
3150,5.3,0.2286,39.6,0.00614329,118.441,0.027431999999999998,0.004572
4000,5.3,0.2286,39.6,0.00614329,115.801,0.027431999999999998,0.004572
5000,5.3,0.2286,39.6,0.00614329,115.311,0.027431999999999998,0.004572
6300,5.3,0.2286,39.6,0.00614329,112.541,0.027431999999999998,0.004572
200,7.3,0.2286,71.3,0.0104404,138.758,0.027431999999999998,0.004572
250,7.3,0.2286,71.3,0.0104404,139.918,0.027431999999999998,0.004572
315,7.3,0.2286,71.3,0.0104404,139.808,0.027431999999999998,0.004572
400,7.3,0.2286,71.3,0.0104404,139.438,0.027431999999999998,0.004572
500,7.3,0.2286,71.3,0.0104404,136.798,0.027431999999999998,0.004572
630,7.3,0.2286,71.3,0.0104404,133.768,0.027431999999999998,0.004572
800,7.3,0.2286,71.3,0.0104404,130.748,0.027431999999999998,0.004572
1000,7.3,0.2286,71.3,0.0104404,126.838,0.027431999999999998,0.004572
1250,7.3,0.2286,71.3,0.0104404,127.358,0.027431999999999998,0.004572
1600,7.3,0.2286,71.3,0.0104404,125.728,0.027431999999999998,0.004572
2000,7.3,0.2286,71.3,0.0104404,122.708,0.027431999999999998,0.004572
2500,7.3,0.2286,71.3,0.0104404,122.088,0.027431999999999998,0.004572
3150,7.3,0.2286,71.3,0.0104404,120.458,0.027431999999999998,0.004572
4000,7.3,0.2286,71.3,0.0104404,119.208,0.027431999999999998,0.004572
5000,7.3,0.2286,71.3,0.0104404,115.298,0.027431999999999998,0.004572
6300,7.3,0.2286,71.3,0.0104404,115.818,0.027431999999999998,0.004572
200,7.3,0.2286,55.5,0.0111706,135.234,0.027431999999999998,0.004572
250,7.3,0.2286,55.5,0.0111706,136.384,0.027431999999999998,0.004572
315,7.3,0.2286,55.5,0.0111706,136.284,0.027431999999999998,0.004572
400,7.3,0.2286,55.5,0.0111706,135.924,0.027431999999999998,0.004572
500,7.3,0.2286,55.5,0.0111706,133.174,0.027431999999999998,0.004572
630,7.3,0.2286,55.5,0.0111706,130.934,0.027431999999999998,0.004572
800,7.3,0.2286,55.5,0.0111706,128.444,0.027431999999999998,0.004572
1000,7.3,0.2286,55.5,0.0111706,125.194,0.027431999999999998,0.004572
1250,7.3,0.2286,55.5,0.0111706,125.724,0.027431999999999998,0.004572
1600,7.3,0.2286,55.5,0.0111706,123.354,0.027431999999999998,0.004572
2000,7.3,0.2286,55.5,0.0111706,120.354,0.027431999999999998,0.004572
2500,7.3,0.2286,55.5,0.0111706,118.994,0.027431999999999998,0.004572
3150,7.3,0.2286,55.5,0.0111706,117.134,0.027431999999999998,0.004572
4000,7.3,0.2286,55.5,0.0111706,117.284,0.027431999999999998,0.004572
5000,7.3,0.2286,55.5,0.0111706,113.144,0.027431999999999998,0.004572
6300,7.3,0.2286,55.5,0.0111706,111.534,0.027431999999999998,0.004572
200,7.3,0.2286,39.6,0.0123481,130.989,0.027431999999999998,0.004572
250,7.3,0.2286,39.6,0.0123481,131.889,0.027431999999999998,0.004572
315,7.3,0.2286,39.6,0.0123481,132.149,0.027431999999999998,0.004572
400,7.3,0.2286,39.6,0.0123481,132.039,0.027431999999999998,0.004572
500,7.3,0.2286,39.6,0.0123481,130.299,0.027431999999999998,0.004572
630,7.3,0.2286,39.6,0.0123481,128.929,0.027431999999999998,0.004572
800,7.3,0.2286,39.6,0.0123481,126.299,0.027431999999999998,0.004572
1000,7.3,0.2286,39.6,0.0123481,122.539,0.027431999999999998,0.004572
1250,7.3,0.2286,39.6,0.0123481,123.189,0.027431999999999998,0.004572
1600,7.3,0.2286,39.6,0.0123481,121.059,0.027431999999999998,0.004572
2000,7.3,0.2286,39.6,0.0123481,117.809,0.027431999999999998,0.004572
2500,7.3,0.2286,39.6,0.0123481,116.559,0.027431999999999998,0.004572
3150,7.3,0.2286,39.6,0.0123481,114.309,0.027431999999999998,0.004572
4000,7.3,0.2286,39.6,0.0123481,114.079,0.027431999999999998,0.004572
5000,7.3,0.2286,39.6,0.0123481,111.959,0.027431999999999998,0.004572
6300,7.3,0.2286,39.6,0.0123481,110.839,0.027431999999999998,0.004572
200,7.3,0.2286,31.7,0.0132672,128.679,0.027431999999999998,0.004572
250,7.3,0.2286,31.7,0.0132672,130.089,0.027431999999999998,0.004572
315,7.3,0.2286,31.7,0.0132672,130.239,0.027431999999999998,0.004572
400,7.3,0.2286,31.7,0.0132672,130.269,0.027431999999999998,0.004572
500,7.3,0.2286,31.7,0.0132672,128.169,0.027431999999999998,0.004572
630,7.3,0.2286,31.7,0.0132672,126.189,0.027431999999999998,0.004572
800,7.3,0.2286,31.7,0.0132672,123.209,0.027431999999999998,0.004572
1000,7.3,0.2286,31.7,0.0132672,119.099,0.027431999999999998,0.004572
1250,7.3,0.2286,31.7,0.0132672,120.509,0.027431999999999998,0.004572
1600,7.3,0.2286,31.7,0.0132672,119.039,0.027431999999999998,0.004572
2000,7.3,0.2286,31.7,0.0132672,115.309,0.027431999999999998,0.004572
2500,7.3,0.2286,31.7,0.0132672,114.709,0.027431999999999998,0.004572
3150,7.3,0.2286,31.7,0.0132672,113.229,0.027431999999999998,0.004572
4000,7.3,0.2286,31.7,0.0132672,112.639,0.027431999999999998,0.004572
5000,7.3,0.2286,31.7,0.0132672,111.029,0.027431999999999998,0.004572
6300,7.3,0.2286,31.7,0.0132672,110.689,0.027431999999999998,0.004572
800,0.0,0.1524,71.3,0.0015988,125.817,0.018288,0.0030480000000000004
1000,0.0,0.1524,71.3,0.0015988,127.307,0.018288,0.0030480000000000004
1250,0.0,0.1524,71.3,0.0015988,128.927,0.018288,0.0030480000000000004
1600,0.0,0.1524,71.3,0.0015988,129.667,0.018288,0.0030480000000000004
2000,0.0,0.1524,71.3,0.0015988,128.647,0.018288,0.0030480000000000004
2500,0.0,0.1524,71.3,0.0015988,128.127,0.018288,0.0030480000000000004
3150,0.0,0.1524,71.3,0.0015988,129.377,0.018288,0.0030480000000000004
4000,0.0,0.1524,71.3,0.0015988,128.857,0.018288,0.0030480000000000004
5000,0.0,0.1524,71.3,0.0015988,126.457,0.018288,0.0030480000000000004
6300,0.0,0.1524,71.3,0.0015988,125.427,0.018288,0.0030480000000000004
8000,0.0,0.1524,71.3,0.0015988,122.527,0.018288,0.0030480000000000004
10000,0.0,0.1524,71.3,0.0015988,120.247,0.018288,0.0030480000000000004
12500,0.0,0.1524,71.3,0.0015988,117.087,0.018288,0.0030480000000000004
16000,0.0,0.1524,71.3,0.0015988,113.297,0.018288,0.0030480000000000004
500,0.0,0.1524,55.5,0.00172668,120.573,0.018288,0.0030480000000000004
630,0.0,0.1524,55.5,0.00172668,123.583,0.018288,0.0030480000000000004
800,0.0,0.1524,55.5,0.00172668,126.713,0.018288,0.0030480000000000004
1000,0.0,0.1524,55.5,0.00172668,128.583,0.018288,0.0030480000000000004
1250,0.0,0.1524,55.5,0.00172668,129.953,0.018288,0.0030480000000000004
1600,0.0,0.1524,55.5,0.00172668,130.183,0.018288,0.0030480000000000004
2000,0.0,0.1524,55.5,0.00172668,129.673,0.018288,0.0030480000000000004
2500,0.0,0.1524,55.5,0.00172668,127.763,0.018288,0.0030480000000000004
3150,0.0,0.1524,55.5,0.00172668,127.753,0.018288,0.0030480000000000004
4000,0.0,0.1524,55.5,0.00172668,127.233,0.018288,0.0030480000000000004
5000,0.0,0.1524,55.5,0.00172668,125.203,0.018288,0.0030480000000000004
6300,0.0,0.1524,55.5,0.00172668,123.303,0.018288,0.0030480000000000004
8000,0.0,0.1524,55.5,0.00172668,121.903,0.018288,0.0030480000000000004
10000,0.0,0.1524,55.5,0.00172668,119.253,0.018288,0.0030480000000000004
12500,0.0,0.1524,55.5,0.00172668,117.093,0.018288,0.0030480000000000004
16000,0.0,0.1524,55.5,0.00172668,112.803,0.018288,0.0030480000000000004
500,0.0,0.1524,39.6,0.00193287,119.513,0.018288,0.0030480000000000004
630,0.0,0.1524,39.6,0.00193287,124.403,0.018288,0.0030480000000000004
800,0.0,0.1524,39.6,0.00193287,127.903,0.018288,0.0030480000000000004
1000,0.0,0.1524,39.6,0.00193287,130.033,0.018288,0.0030480000000000004
1250,0.0,0.1524,39.6,0.00193287,131.023,0.018288,0.0030480000000000004
1600,0.0,0.1524,39.6,0.00193287,131.013,0.018288,0.0030480000000000004
2000,0.0,0.1524,39.6,0.00193287,129.633,0.018288,0.0030480000000000004
2500,0.0,0.1524,39.6,0.00193287,126.863,0.018288,0.0030480000000000004
3150,0.0,0.1524,39.6,0.00193287,125.603,0.018288,0.0030480000000000004
4000,0.0,0.1524,39.6,0.00193287,125.343,0.018288,0.0030480000000000004
5000,0.0,0.1524,39.6,0.00193287,123.453,0.018288,0.0030480000000000004
6300,0.0,0.1524,39.6,0.00193287,121.313,0.018288,0.0030480000000000004
8000,0.0,0.1524,39.6,0.00193287,120.553,0.018288,0.0030480000000000004
10000,0.0,0.1524,39.6,0.00193287,115.413,0.018288,0.0030480000000000004
500,0.0,0.1524,31.7,0.00209405,121.617,0.018288,0.0030480000000000004
630,0.0,0.1524,31.7,0.00209405,125.997,0.018288,0.0030480000000000004
800,0.0,0.1524,31.7,0.00209405,129.117,0.018288,0.0030480000000000004
1000,0.0,0.1524,31.7,0.00209405,130.987,0.018288,0.0030480000000000004
1250,0.0,0.1524,31.7,0.00209405,131.467,0.018288,0.0030480000000000004
1600,0.0,0.1524,31.7,0.00209405,130.817,0.018288,0.0030480000000000004
2000,0.0,0.1524,31.7,0.00209405,128.907,0.018288,0.0030480000000000004
2500,0.0,0.1524,31.7,0.00209405,125.867,0.018288,0.0030480000000000004
3150,0.0,0.1524,31.7,0.00209405,124.207,0.018288,0.0030480000000000004
4000,0.0,0.1524,31.7,0.00209405,123.807,0.018288,0.0030480000000000004
5000,0.0,0.1524,31.7,0.00209405,122.397,0.018288,0.0030480000000000004
6300,0.0,0.1524,31.7,0.00209405,119.737,0.018288,0.0030480000000000004
8000,0.0,0.1524,31.7,0.00209405,117.957,0.018288,0.0030480000000000004
630,2.7,0.1524,71.3,0.00243851,127.404,0.018288,0.0030480000000000004
800,2.7,0.1524,71.3,0.00243851,127.394,0.018288,0.0030480000000000004
1000,2.7,0.1524,71.3,0.00243851,128.774,0.018288,0.0030480000000000004
1250,2.7,0.1524,71.3,0.00243851,130.144,0.018288,0.0030480000000000004
1600,2.7,0.1524,71.3,0.00243851,130.644,0.018288,0.0030480000000000004
2000,2.7,0.1524,71.3,0.00243851,130.114,0.018288,0.0030480000000000004
2500,2.7,0.1524,71.3,0.00243851,128.334,0.018288,0.0030480000000000004
3150,2.7,0.1524,71.3,0.00243851,127.054,0.018288,0.0030480000000000004
4000,2.7,0.1524,71.3,0.00243851,126.534,0.018288,0.0030480000000000004
5000,2.7,0.1524,71.3,0.00243851,124.364,0.018288,0.0030480000000000004
6300,2.7,0.1524,71.3,0.00243851,121.944,0.018288,0.0030480000000000004
8000,2.7,0.1524,71.3,0.00243851,120.534,0.018288,0.0030480000000000004
10000,2.7,0.1524,71.3,0.00243851,116.724,0.018288,0.0030480000000000004
12500,2.7,0.1524,71.3,0.00243851,113.034,0.018288,0.0030480000000000004
16000,2.7,0.1524,71.3,0.00243851,110.364,0.018288,0.0030480000000000004
500,2.7,0.1524,39.6,0.00294804,121.009,0.018288,0.0030480000000000004
630,2.7,0.1524,39.6,0.00294804,125.809,0.018288,0.0030480000000000004
800,2.7,0.1524,39.6,0.00294804,128.829,0.018288,0.0030480000000000004
1000,2.7,0.1524,39.6,0.00294804,130.589,0.018288,0.0030480000000000004
1250,2.7,0.1524,39.6,0.00294804,130.829,0.018288,0.0030480000000000004
1600,2.7,0.1524,39.6,0.00294804,130.049,0.018288,0.0030480000000000004
2000,2.7,0.1524,39.6,0.00294804,128.139,0.018288,0.0030480000000000004
2500,2.7,0.1524,39.6,0.00294804,125.589,0.018288,0.0030480000000000004
3150,2.7,0.1524,39.6,0.00294804,122.919,0.018288,0.0030480000000000004
4000,2.7,0.1524,39.6,0.00294804,121.889,0.018288,0.0030480000000000004
5000,2.7,0.1524,39.6,0.00294804,121.499,0.018288,0.0030480000000000004
6300,2.7,0.1524,39.6,0.00294804,119.209,0.018288,0.0030480000000000004
8000,2.7,0.1524,39.6,0.00294804,116.659,0.018288,0.0030480000000000004
10000,2.7,0.1524,39.6,0.00294804,112.589,0.018288,0.0030480000000000004
12500,2.7,0.1524,39.6,0.00294804,108.649,0.018288,0.0030480000000000004
400,5.4,0.1524,71.3,0.00401199,124.121,0.018288,0.0030480000000000004
500,5.4,0.1524,71.3,0.00401199,126.291,0.018288,0.0030480000000000004
630,5.4,0.1524,71.3,0.00401199,128.971,0.018288,0.0030480000000000004
800,5.4,0.1524,71.3,0.00401199,131.281,0.018288,0.0030480000000000004
1000,5.4,0.1524,71.3,0.00401199,133.201,0.018288,0.0030480000000000004
1250,5.4,0.1524,71.3,0.00401199,134.111,0.018288,0.0030480000000000004
1600,5.4,0.1524,71.3,0.00401199,133.241,0.018288,0.0030480000000000004
2000,5.4,0.1524,71.3,0.00401199,131.111,0.018288,0.0030480000000000004
2500,5.4,0.1524,71.3,0.00401199,127.591,0.018288,0.0030480000000000004
3150,5.4,0.1524,71.3,0.00401199,123.311,0.018288,0.0030480000000000004
4000,5.4,0.1524,71.3,0.00401199,121.431,0.018288,0.0030480000000000004
5000,5.4,0.1524,71.3,0.00401199,120.061,0.018288,0.0030480000000000004
6300,5.4,0.1524,71.3,0.00401199,116.411,0.018288,0.0030480000000000004
400,5.4,0.1524,55.5,0.00433288,126.807,0.018288,0.0030480000000000004
500,5.4,0.1524,55.5,0.00433288,129.367,0.018288,0.0030480000000000004
630,5.4,0.1524,55.5,0.00433288,131.807,0.018288,0.0030480000000000004
800,5.4,0.1524,55.5,0.00433288,133.097,0.018288,0.0030480000000000004
1000,5.4,0.1524,55.5,0.00433288,132.127,0.018288,0.0030480000000000004
1250,5.4,0.1524,55.5,0.00433288,130.777,0.018288,0.0030480000000000004
1600,5.4,0.1524,55.5,0.00433288,130.567,0.018288,0.0030480000000000004
2000,5.4,0.1524,55.5,0.00433288,128.707,0.018288,0.0030480000000000004
2500,5.4,0.1524,55.5,0.00433288,124.077,0.018288,0.0030480000000000004
3150,5.4,0.1524,55.5,0.00433288,121.587,0.018288,0.0030480000000000004
4000,5.4,0.1524,55.5,0.00433288,119.737,0.018288,0.0030480000000000004
5000,5.4,0.1524,55.5,0.00433288,118.757,0.018288,0.0030480000000000004
6300,5.4,0.1524,55.5,0.00433288,117.287,0.018288,0.0030480000000000004
8000,5.4,0.1524,55.5,0.00433288,114.927,0.018288,0.0030480000000000004
315,5.4,0.1524,39.6,0.00485029,125.347,0.018288,0.0030480000000000004
400,5.4,0.1524,39.6,0.00485029,127.637,0.018288,0.0030480000000000004
500,5.4,0.1524,39.6,0.00485029,129.937,0.018288,0.0030480000000000004
630,5.4,0.1524,39.6,0.00485029,132.357,0.018288,0.0030480000000000004
800,5.4,0.1524,39.6,0.00485029,132.757,0.018288,0.0030480000000000004
1000,5.4,0.1524,39.6,0.00485029,130.507,0.018288,0.0030480000000000004
1250,5.4,0.1524,39.6,0.00485029,127.117,0.018288,0.0030480000000000004
1600,5.4,0.1524,39.6,0.00485029,126.267,0.018288,0.0030480000000000004
2000,5.4,0.1524,39.6,0.00485029,124.647,0.018288,0.0030480000000000004
2500,5.4,0.1524,39.6,0.00485029,120.497,0.018288,0.0030480000000000004
3150,5.4,0.1524,39.6,0.00485029,119.137,0.018288,0.0030480000000000004
4000,5.4,0.1524,39.6,0.00485029,117.137,0.018288,0.0030480000000000004
5000,5.4,0.1524,39.6,0.00485029,117.037,0.018288,0.0030480000000000004
6300,5.4,0.1524,39.6,0.00485029,116.677,0.018288,0.0030480000000000004
315,5.4,0.1524,31.7,0.00525474,125.741,0.018288,0.0030480000000000004
400,5.4,0.1524,31.7,0.00525474,127.781,0.018288,0.0030480000000000004
500,5.4,0.1524,31.7,0.00525474,129.681,0.018288,0.0030480000000000004
630,5.4,0.1524,31.7,0.00525474,131.471,0.018288,0.0030480000000000004
800,5.4,0.1524,31.7,0.00525474,131.491,0.018288,0.0030480000000000004
1000,5.4,0.1524,31.7,0.00525474,128.241,0.018288,0.0030480000000000004
1250,5.4,0.1524,31.7,0.00525474,123.991,0.018288,0.0030480000000000004
1600,5.4,0.1524,31.7,0.00525474,123.761,0.018288,0.0030480000000000004
2000,5.4,0.1524,31.7,0.00525474,122.771,0.018288,0.0030480000000000004
2500,5.4,0.1524,31.7,0.00525474,119.151,0.018288,0.0030480000000000004
3150,5.4,0.1524,31.7,0.00525474,118.291,0.018288,0.0030480000000000004
4000,5.4,0.1524,31.7,0.00525474,116.181,0.018288,0.0030480000000000004
5000,5.4,0.1524,31.7,0.00525474,115.691,0.018288,0.0030480000000000004
6300,5.4,0.1524,31.7,0.00525474,115.591,0.018288,0.0030480000000000004
315,7.2,0.1524,71.3,0.00752039,128.713,0.018288,0.0030480000000000004
400,7.2,0.1524,71.3,0.00752039,130.123,0.018288,0.0030480000000000004
500,7.2,0.1524,71.3,0.00752039,132.043,0.018288,0.0030480000000000004
630,7.2,0.1524,71.3,0.00752039,134.853,0.018288,0.0030480000000000004
800,7.2,0.1524,71.3,0.00752039,136.023,0.018288,0.0030480000000000004
1000,7.2,0.1524,71.3,0.00752039,134.273,0.018288,0.0030480000000000004
1250,7.2,0.1524,71.3,0.00752039,132.513,0.018288,0.0030480000000000004
1600,7.2,0.1524,71.3,0.00752039,130.893,0.018288,0.0030480000000000004
2000,7.2,0.1524,71.3,0.00752039,128.643,0.018288,0.0030480000000000004
2500,7.2,0.1524,71.3,0.00752039,124.353,0.018288,0.0030480000000000004
3150,7.2,0.1524,71.3,0.00752039,116.783,0.018288,0.0030480000000000004
4000,7.2,0.1524,71.3,0.00752039,119.343,0.018288,0.0030480000000000004
5000,7.2,0.1524,71.3,0.00752039,118.343,0.018288,0.0030480000000000004
6300,7.2,0.1524,71.3,0.00752039,116.603,0.018288,0.0030480000000000004
8000,7.2,0.1524,71.3,0.00752039,113.333,0.018288,0.0030480000000000004
10000,7.2,0.1524,71.3,0.00752039,110.313,0.018288,0.0030480000000000004
250,7.2,0.1524,39.6,0.00909175,127.488,0.018288,0.0030480000000000004
315,7.2,0.1524,39.6,0.00909175,130.558,0.018288,0.0030480000000000004
400,7.2,0.1524,39.6,0.00909175,132.118,0.018288,0.0030480000000000004
500,7.2,0.1524,39.6,0.00909175,132.658,0.018288,0.0030480000000000004
630,7.2,0.1524,39.6,0.00909175,133.198,0.018288,0.0030480000000000004
800,7.2,0.1524,39.6,0.00909175,132.358,0.018288,0.0030480000000000004
1000,7.2,0.1524,39.6,0.00909175,128.338,0.018288,0.0030480000000000004
1250,7.2,0.1524,39.6,0.00909175,122.428,0.018288,0.0030480000000000004
1600,7.2,0.1524,39.6,0.00909175,120.058,0.018288,0.0030480000000000004
2000,7.2,0.1524,39.6,0.00909175,120.228,0.018288,0.0030480000000000004
2500,7.2,0.1524,39.6,0.00909175,117.478,0.018288,0.0030480000000000004
3150,7.2,0.1524,39.6,0.00909175,111.818,0.018288,0.0030480000000000004
4000,7.2,0.1524,39.6,0.00909175,114.258,0.018288,0.0030480000000000004
5000,7.2,0.1524,39.6,0.00909175,113.288,0.018288,0.0030480000000000004
6300,7.2,0.1524,39.6,0.00909175,112.688,0.018288,0.0030480000000000004
8000,7.2,0.1524,39.6,0.00909175,111.588,0.018288,0.0030480000000000004
10000,7.2,0.1524,39.6,0.00909175,110.868,0.018288,0.0030480000000000004
200,9.9,0.1524,71.3,0.0193001,134.319,0.018288,0.0030480000000000004
250,9.9,0.1524,71.3,0.0193001,135.329,0.018288,0.0030480000000000004
315,9.9,0.1524,71.3,0.0193001,135.459,0.018288,0.0030480000000000004
400,9.9,0.1524,71.3,0.0193001,135.079,0.018288,0.0030480000000000004
500,9.9,0.1524,71.3,0.0193001,131.279,0.018288,0.0030480000000000004
630,9.9,0.1524,71.3,0.0193001,129.889,0.018288,0.0030480000000000004
800,9.9,0.1524,71.3,0.0193001,128.879,0.018288,0.0030480000000000004
1000,9.9,0.1524,71.3,0.0193001,126.349,0.018288,0.0030480000000000004
1250,9.9,0.1524,71.3,0.0193001,122.679,0.018288,0.0030480000000000004
1600,9.9,0.1524,71.3,0.0193001,121.789,0.018288,0.0030480000000000004
2000,9.9,0.1524,71.3,0.0193001,120.779,0.018288,0.0030480000000000004
2500,9.9,0.1524,71.3,0.0193001,119.639,0.018288,0.0030480000000000004
3150,9.9,0.1524,71.3,0.0193001,116.849,0.018288,0.0030480000000000004
4000,9.9,0.1524,71.3,0.0193001,115.079,0.018288,0.0030480000000000004
5000,9.9,0.1524,71.3,0.0193001,114.569,0.018288,0.0030480000000000004
6300,9.9,0.1524,71.3,0.0193001,112.039,0.018288,0.0030480000000000004
200,9.9,0.1524,55.5,0.0208438,131.955,0.018288,0.0030480000000000004
250,9.9,0.1524,55.5,0.0208438,133.235,0.018288,0.0030480000000000004
315,9.9,0.1524,55.5,0.0208438,132.355,0.018288,0.0030480000000000004
400,9.9,0.1524,55.5,0.0208438,131.605,0.018288,0.0030480000000000004
500,9.9,0.1524,55.5,0.0208438,127.815,0.018288,0.0030480000000000004
630,9.9,0.1524,55.5,0.0208438,127.315,0.018288,0.0030480000000000004
800,9.9,0.1524,55.5,0.0208438,126.565,0.018288,0.0030480000000000004
1000,9.9,0.1524,55.5,0.0208438,124.665,0.018288,0.0030480000000000004
1250,9.9,0.1524,55.5,0.0208438,121.635,0.018288,0.0030480000000000004
1600,9.9,0.1524,55.5,0.0208438,119.875,0.018288,0.0030480000000000004
2000,9.9,0.1524,55.5,0.0208438,119.505,0.018288,0.0030480000000000004
2500,9.9,0.1524,55.5,0.0208438,118.365,0.018288,0.0030480000000000004
3150,9.9,0.1524,55.5,0.0208438,115.085,0.018288,0.0030480000000000004
4000,9.9,0.1524,55.5,0.0208438,112.945,0.018288,0.0030480000000000004
5000,9.9,0.1524,55.5,0.0208438,112.065,0.018288,0.0030480000000000004
6300,9.9,0.1524,55.5,0.0208438,110.555,0.018288,0.0030480000000000004
200,9.9,0.1524,39.6,0.0233328,127.315,0.018288,0.0030480000000000004
250,9.9,0.1524,39.6,0.0233328,128.335,0.018288,0.0030480000000000004
315,9.9,0.1524,39.6,0.0233328,128.595,0.018288,0.0030480000000000004
400,9.9,0.1524,39.6,0.0233328,128.345,0.018288,0.0030480000000000004
500,9.9,0.1524,39.6,0.0233328,126.835,0.018288,0.0030480000000000004
630,9.9,0.1524,39.6,0.0233328,126.465,0.018288,0.0030480000000000004
800,9.9,0.1524,39.6,0.0233328,126.345,0.018288,0.0030480000000000004
1000,9.9,0.1524,39.6,0.0233328,123.835,0.018288,0.0030480000000000004
1250,9.9,0.1524,39.6,0.0233328,120.555,0.018288,0.0030480000000000004
1600,9.9,0.1524,39.6,0.0233328,118.545,0.018288,0.0030480000000000004
2000,9.9,0.1524,39.6,0.0233328,117.925,0.018288,0.0030480000000000004
2500,9.9,0.1524,39.6,0.0233328,116.295,0.018288,0.0030480000000000004
3150,9.9,0.1524,39.6,0.0233328,113.525,0.018288,0.0030480000000000004
4000,9.9,0.1524,39.6,0.0233328,112.265,0.018288,0.0030480000000000004
5000,9.9,0.1524,39.6,0.0233328,111.135,0.018288,0.0030480000000000004
6300,9.9,0.1524,39.6,0.0233328,109.885,0.018288,0.0030480000000000004
200,9.9,0.1524,31.7,0.0252785,127.299,0.018288,0.0030480000000000004
250,9.9,0.1524,31.7,0.0252785,128.559,0.018288,0.0030480000000000004
315,9.9,0.1524,31.7,0.0252785,128.809,0.018288,0.0030480000000000004
400,9.9,0.1524,31.7,0.0252785,128.939,0.018288,0.0030480000000000004
500,9.9,0.1524,31.7,0.0252785,127.179,0.018288,0.0030480000000000004
630,9.9,0.1524,31.7,0.0252785,126.049,0.018288,0.0030480000000000004
800,9.9,0.1524,31.7,0.0252785,125.539,0.018288,0.0030480000000000004
1000,9.9,0.1524,31.7,0.0252785,122.149,0.018288,0.0030480000000000004
1250,9.9,0.1524,31.7,0.0252785,118.619,0.018288,0.0030480000000000004
1600,9.9,0.1524,31.7,0.0252785,117.119,0.018288,0.0030480000000000004
2000,9.9,0.1524,31.7,0.0252785,116.859,0.018288,0.0030480000000000004
2500,9.9,0.1524,31.7,0.0252785,114.729,0.018288,0.0030480000000000004
3150,9.9,0.1524,31.7,0.0252785,112.209,0.018288,0.0030480000000000004
4000,9.9,0.1524,31.7,0.0252785,111.459,0.018288,0.0030480000000000004
5000,9.9,0.1524,31.7,0.0252785,109.949,0.018288,0.0030480000000000004
6300,9.9,0.1524,31.7,0.0252785,108.689,0.018288,0.0030480000000000004
200,12.6,0.1524,71.3,0.0483159,128.354,0.018288,0.0030480000000000004
250,12.6,0.1524,71.3,0.0483159,129.744,0.018288,0.0030480000000000004
315,12.6,0.1524,71.3,0.0483159,128.484,0.018288,0.0030480000000000004
